,ApplicationId,SubprojectId,FiscalYear,OrganisationName,OrganisationCity,OrganisationState,DepartmentType,ProjectNumber,ProjectSerialNumber,OrganisationCountry,ActivityCode,AwardAmount,IsActive,ProgramOfficers,AgencyICFundig,ProjectStartDate,ProjectEndDate,FundingOpportunityAnnouncements,AbstractText,ProjectTitle,PHRText,ProjectInvestigatorsName,ProjectInvestigatorsId
23,2909736,,1999,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,INTERNAL MEDICINE/MEDICINE,5T32AR007033-26,AR007033,UNITED STATES,T32,200266,False,William J. Sharrock,National Institute of Arthritits and Musculoskeletal and Skin Diseases,1975-07-01T04:00:00Z,2000-04-30T04:00:00Z,,"DESCRIPTION (taken from the application): The overall goal of this training grant is to provide advanced training in research to qualified individuals with M.D., Ph.D. or equivalent degrees who plan to pursue academic careers with vested interests in the biology/physiology/function of bone cells, and skeletal homeostasis. The trainees will have the opportunity to develop original research protocols in the laboratories of faculty members with vested interests in these topics utilizing techniques which encompass the field of molecular and cellular biology, cell culture, cellular and molecular immunology, pharmacology, immunopathology and genetics. Independent research undertakings are supplemented by a variety of hourly/weekly seminars designed for either the presentation of research accomplishments by the trainee, or a review of the most recent literature by both trainees and faculty members. Clinical (M.D.) trainees are also assigned rotations in outpatient clinics of patients with either acquired or inherited skeletal disorders and attendance at a weekly bone biopsy review seminar. The Bone and Mineral Disease research milieu at the Washington University Medical Center and the clinical-research facilities of The Shriners' Hospital for Crippled Children offer a dynamic and unique situation wherein faculty members can interact and collaborate to insure the success of the research undertaking and the programmed development of the trainees. ",MINERAL AND SKELETAL METABOLISM,,ROBERTO  PACIFICI,1885666
24,2896938,,1999,UNIVERSITY OF WASHINGTON,SEATTLE,WA,DENTISTRY,5T32DE007023-25,DE007023,UNITED STATES,T32,41684,False,,National Institute of Dental and Craniofacial Research,1975-07-01T04:00:00Z,2002-06-30T04:00:00Z,DE9304,"DESCRIPTION: This is an application for renewal  of an on-going oral biology NRSA training program in salivary  secretions, under the continuing directorship of Dr. Kenneth Izutsu.  The  purpose of the program is to provide multi-disciplinary  training in salivary secretion biology  as it  relates to oral  health and disease.  The goal is to train researchers, primarily at the postdoctoral level, to become effective investigators of both basic mechanisms of secretion and the  pathology associated with  different diseases involving oral tissues. Twenty-two training faculty, with expertise in a wide range of disciplines that converge on oral health and disease, are involved in the training program. It is designed  to   support  postdoctoral  trainees predominantly, with a minor component of training for research oriented undergraduate dental students. The majority of postdoctoral candidates will have  the DDS  degree and  will pursue PhD or MSD  degrees. The  remainder will be  PhD degree investigators particularly interested in salivary secretions or other oral biology research. PhD candidates  will  predominantly matriculate in the Department of Oral Biology although selection of another department represented by a training faculty member will be available. MSD candidates would matriculate  in oral pathology or oral medicine. All trainees would pursue the oral biology core curriculum plus  additional formal  classwork based  on  individual goals and interests. The program is to be administered  through the program director who will  work closely with the  Oral Biology Department Chairman, a co-program director for the program.  A steering committee, consisting of the full members of the Oral Biology  Department, will advise on accepting new  students and  recruitment activities, and will periodically review  each trainee's  progress and  make suggestions as appropriate. ",ORAL BIOLOGY TRAINING - SALIVARY SECRETIONS,,Kenneth T Izutsu,1877343
25,6146776,,2000,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,INTERNAL MEDICINE/MEDICINE,2T32DK007130-27,DK007130,UNITED STATES,T32,165659,False,"JUDITH M, PODSKALNY",National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,CLINICAL/LABORATORY TRAINING ACADEMIC GASTROENTEROLOGY,,Nicholas O. Davidson,8179452
26,6149259,,2000,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,SAN FRANCISCO,CA,INTERNAL MEDICINE/MEDICINE,2T32DK007007-26,DK007007,UNITED STATES,T32,286590,False,"JUDITH M, PODSKALNY",National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,NIH NIDDK INSTITUTIONAL NATIONAL RESEARCH SERVICE AWARD,,RICHARD A. WEISIGER,1861063
27,6023996,,2000,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,CHAPEL HILL,NC,PHARMACOLOGY,2T32GM007040-26,GM007040,UNITED STATES,T32,323688,False,Peter  Preusch,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,PREDOCTORAL TRAINING IN PHARMACOLOGICAL SCIENCES,,ROBERT L ROSENBERG,1868988
28,6022005,,2000,STANFORD UNIVERSITY,STANFORD,CA,INTERNAL MEDICINE/MEDICINE,2T32GM007065-26,GM007065,UNITED STATES,T32,148421,False,Alison E. Cole,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,TRAINING PROGRAM IN CLINICAL PHARMACOLOGY,,BRIAN B HOFFMAN,3154678
29,6190727,,2000,VANDERBILT UNIVERSITY,NASHVILLE,TN,INTERNAL MEDICINE/MEDICINE,2T32DK007061-27,DK007061,UNITED STATES,T32,221003,False,JAMES F HYDE,National Institute of Diabetes and Digestive and Kidney Diseases,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,RESEARCH TRAINING IN DIABETES AND ENDOCRINOLOGY,,JAMES M. MAY,1877106
30,6169468,,2000,JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,PEDIATRICS,5T32AI007007-22,AI007007,UNITED STATES,T32,141120,False,Lawrence J. Prograis,National Institute of Allergy and Infectious Diseases,1975-07-01T04:00:00Z,2004-08-31T04:00:00Z,,,RESEARCH TRAINING IN PEDIATRIC ALLERGY AND IMMUNOLOGY,,Jerry A Winkelstein,1899134
31,6080208,,2000,BRANDEIS UNIVERSITY,WALTHAM,MA,BIOLOGY,2T32GM007122-26,GM007122,UNITED STATES,T32,348048,False,Marcus M. Rhoades,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,GENETIC AND BIOCHEMICAL MECHANISMS OF REGULATION,,JEFFREY C HALL,1895708
32,6080206,,2000,JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,BIOMEDICAL ENGINEERING,2T32GM007057-26,GM007057,UNITED STATES,T32,391092,False,Alison E. Cole,National Institute of General Medical Sciences,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,,BIOMEDICAL ENGINEERING TRAINING PROGRAM,,Eric Daniel Young,1877392
33,6079273,,2000,YALE UNIVERSITY,NEW HAVEN,CT,PUBLIC HEALTH & PREV MEDICINE,2T32MH014235-26,MH014235,UNITED STATES,T32,300853,False,Lisa J. Colpe,National Institute of Mental Health,1975-07-01T04:00:00Z,2005-06-30T04:00:00Z,,"
 DESCRIPTION (Adapted from the Applicant's Abstract): The present application is    
 for continued support for Research Training in Mental Health Epidemiology          
 (originally, Research Training in Psychosocial Epidemiology). The major goal of    
 the program is to provide rigorous training in the application of epidemiologic    
 methods to psychosocial and psychiatric research. Since its inception in 1975,     
 this program has had an unusual degree of stability in its core training           
 faculty and overall objectives. Students who have participated in this program     
 have demonstrated outstanding success in developing careers with important         
 contributions to psychiatric and psychosocial epidemiology. Dr. Stan Kasl has      
 been the Principal Investigator since 1975; however, Dr. Kathleen Merikangas       
 now will take over as Program Director and Dr. Kasl will become Co-Director.       
 The major components of the training include faculty mentoring, formal course      
 work in epidemiology, applied research experience, and clinical practica, where    
 relevant. The present application requests support for 4 pre-doctoral and 4        
 post-doctoral trainees. Trainees will be recruited to represent the following      
 focal areas: psychosocial epidemiology, psychiatric epidemiology, genetic          
 epidemiology, and biostatistics. The substantive areas of expertise in this        
 program include links between psychosocial risk factors, psychopathology and       
 chronic diseases, comorbidity of psychiatric disorders and substance abuse,        
 genetic epidemiology of behavioral and emotional disorders, and a new future       
 direction of prevention. Faculty interests cover all stages of the life span       
 ranging from childhood to late life. Strengths of this program include: (1) the    
 availability of an excellent formal academic program in the Department of          
 Epidemiology and Public Health including programs in Chronic Disease               
 Epidemiology, Biostatistics, and strong links with other departments including     
 Psychiatry, Psychology and Genetics; (2) an extensive network of ongoing           
 research in diverse areas and across all levels of epidemiology including          
 descriptive, analytic and intervention to provide direct experience in research    
 in psychiatric epidemiology; (3) an interdisciplinary faculty with extensive       
 experience in domains of relevance to psychiatric research including               
 epidemiology, biostatistics, genetics, health policy and services, clinical        
 psychiatry, clinical psychology, developmental psychology and sociology; and       
 (4) focus on four disciplinary areas and four specialty areas that are of          
 critical importance to advances in contemporary psychiatry. Formal training,       
 mentorship, and extensive research experience will provide trainees with the       
 requisite methodologic and substantive tools to conduct high quality research      
 in psychiatry. Exposure to diverse specialty areas both within and between the     
 current program and other ongoing training initiatives will provide a broader      
 perspective on the substantive areas of psychiatric research and appreciation      
 of the need for an interdisciplinary approach that is critical to future           
 progress in understanding the pathogenesis and impact of mental disorders.         
                                                                                    
                                                                                    
                                                                                    
",RESEARCH TRAINING IN MENTAL HEALTH EPIDEMIOLOGY,,KATHLEEN R MERIKANGAS,1861672
